연번,상가유형,호선,역사명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료
1,개별(일반),1,서울(1)역,150-107,33,사무실,2019-05-08,2024-06-06,527100
2,개별(일반),1,시청(1)역,151-101,29.73,의류,2017-04-04,2022-05-03,3858954
3,개별(일반),1,시청(1)역,151-103,57.6,기타,2020-02-01,2025-01-31,1858300
4,개별(일반),1,시청(1)역,151-104,25,플라워,2020-12-31,2026-01-30,2470600
5,네트워크,1,시청(1)역,151-105,25,식음료,2021-06-03,2026-08-02,4145884
6,개별(일반),1,시청(1)역,151-106,14,액세서리,2017-09-19,2022-11-17,1801800
7,개별(일반),1,시청(1)역,151-107,22,의류,2020-09-18,2025-10-18,2613800
8,공실,1,종각역,152-101,36.85,,,,
9,공실,1,종각역,152-104,18.64,,,,
10,개별(일반),1,종각역,152-105,29.3,편의점,2017-04-18,2022-04-17,6549400
11,공실,1,종각역,152-106,30.7,,,,
12,공실,1,종각역,152-107,11,,,,
13,개별(일반),1,종각역,152-108,12,식음료,2021-08-23,2026-09-22,5680000
14,공실,1,종각역,152-109,42,,,,
15,개별(일반),1,종각역,152-110,23.14,액세서리,2021-08-23,2026-09-22,3710000
16,개별(일반),1,종각역,152-113,19.14,액세서리,2021-08-23,2026-09-22,5680000
17,개별(일반),1,종각역,152-114,29.62,기타,,,
18,개별(일반),1,종각역,152-115,29.4,제과,2020-02-24,2025-03-25,8130000
19,개별(일반),1,종로3가(1)역,153-101,23.4,편의점,2018-10-23,2023-11-21,2260000
20,개별(일반),1,종로3가(1)역,153-102,17.6,제과,2021-08-13,2026-09-12,3550000
21,개별(일반),1,종로3가(1)역,153-106,26,기타,2018-08-14,2023-09-12,4350000
22,소송상가,1,종로3가(1)역,153-107,63.95,화장품,2012-01-09,2019-05-24,11673679
23,개별(일반),1,종로5가역,154-101,25.13,기타,,,
24,개별(일반),1,종로5가역,154-107,16.16,기타,,,
25,공실,1,제기동역,157-101,19.3,,,,
26,개별(일반),1,동묘앞(1)역,159-201,17.7,액세서리,2020-10-19,2025-11-18,3550000
27,개별(일반),2,을지로입구역,202-101,85.1,기타,2019-06-01,2024-05-31,2900000
28,개별(일반),2,을지로입구역,202-102,16.7,기타,2021-08-19,2026-08-19,14500000
29,개별(일반),2,을지로입구역,202-103,17.2,기타,2017-01-10,2022-01-09,12150000
30,개별(일반),2,을지로입구역,202-104,17.2,편의점,2019-10-15,2024-11-13,14993000
31,개별(일반),2,을지로입구역,202-105,16.7,기타,2019-12-12,2025-01-10,14403100
32,개별(일반),2,을지로입구역,202-106,33.9,액세서리,2021-06-07,2026-07-07,8176600
33,개별(일반),2,을지로입구역,202-108,32.51,제과,2021-01-04,2026-02-03,12350000
34,개별(대형),2,을지로입구역,202-110,32.2,기타,2018-10-02,2023-11-10,
35,개별(대형),2,을지로입구역,202-114,180,기타,2018-10-02,2023-11-10,59400000
36,개별(대형),2,을지로입구역,202-119,,기타,2018-10-02,2023-11-10,
37,개별(일반),2,을지로입구역,202-111,17.6,의약업,2021-01-04,2026-02-03,6150000
38,공실,2,을지로입구역,202-113,19.47,,,,
39,개별(일반),2,을지로입구역,202-115,26.82,의류,2020-12-21,2026-01-20,5600000
40,개별(일반),2,을지로입구역,202-116,75.95,제과,2017-11-07,2022-12-06,16137100
41,네트워크,2,을지로입구역,202-117,16,식음료,2021-02-01,2026-06-01,4964659
42,네트워크,2,을지로입구역,202-118,40,의류,2021-06-03,2026-08-02,5081616
43,네트워크,2,을지로입구역,202-120,19,플라워,2018-11-27,2024-01-25,1914875
44,개별(일반),2,을지로3가(2)역,203-101,16.2,의류,2020-10-14,2025-11-13,823300
45,개별(일반),2,을지로3가(2)역,203-102,16.2,기타,2020-11-02,2025-12-02,603600
46,개별(일반),2,을지로3가(2)역,203-108,11.5,기타,2017-04-25,2022-04-24,872300
47,개별(일반),2,을지로3가(2)역,203-110,25.6,플라워,2019-04-02,2024-05-01,816600
48,개별(일반),2,을지로3가(2)역,203-112,26,플라워,2019-04-02,2024-05-01,1259100
49,개별(일반),2,을지로3가(2)역,203-114,13,기타,2016-11-22,2021-11-21,1530000
50,개별(일반),2,을지로3가(2)역,203-115,18.96,의류,2020-11-26,2026-01-10,450000
51,개별(일반),2,을지로3가(2)역,203-116,27.9,액세서리,2020-11-25,2025-12-25,1221400
52,개별(일반),2,을지로4가(2)역,204-105,22.84,기타,2016-10-25,2021-10-24,1356400
53,개별(일반),2,을지로4가(2)역,204-107,23.2,의류,2017-04-25,2022-04-24,705000
54,개별(일반),2,을지로4가(2)역,204-108,14.9,액세서리,2021-06-16,2026-07-16,330000
55,개별(일반),2,을지로4가(2)역,204-109,14.9,기타,2020-11-02,2025-12-02,420000
56,개별(일반),2,을지로4가(2)역,204-110,14.9,기타,2017-04-04,2022-04-03,660000
57,네트워크,2,을지로4가(2)역,204-112,38,식음료,2018-01-08,2023-02-16,2143653
58,개별(일반),2,을지로4가(2)역,204-113,32.8,플라워,2020-11-02,2025-12-02,1466600
59,개별(일반),2,동대문역사문화공원(2)역,205-101,62.2,사무실,2021-04-14,2026-05-14,1452000
60,네트워크,2,동대문역사문화공원(2)역,205-103,31.69,의류,2018-11-16,2024-01-14,6039310
61,네트워크,2,동대문역사문화공원(2)역,205-104,32.5,식음료,2021-02-01,2026-06-01,11100210
62,개별(일반),2,동대문역사문화공원(2)역,205-105,12,제과,2021-01-04,2026-02-03,4310000
63,개별(일반),2,동대문역사문화공원(2)역,205-106,25.7,액세서리,2021-03-15,2026-04-14,7650000
64,개별(일반),2,동대문역사문화공원(2)역,205-107,45.64,제과,2021-01-27,2026-02-26,11100000
65,공실,2,동대문역사문화공원(2)역,205-109,19.5,,,,
66,개별(일반),2,신당(2)역,206-101,14.82,제과,2020-12-21,2026-01-20,1100000
67,개별(일반),2,신당(2)역,206-102,11,기타,2018-11-06,2023-12-05,850000
68,네트워크,2,상왕십리역,207-101,30.6,화장품,2020-12-23,2026-03-23,2666031
69,개별(일반),2,상왕십리역,207-102,37,편의점,2017-01-24,2022-01-23,6161600
70,개별(일반),2,상왕십리역,207-103,30,플라워,2021-03-19,2026-04-18,2516600
71,개별(일반),2,왕십리(2)역,208-105,12.35,기타,2017-09-19,2022-10-18,1129600
72,개별(일반),2,왕십리(2)역,208-106,12.35,기타,2018-08-14,2023-09-12,1538900
73,개별(일반),2,왕십리(2)역,208-107,33.68,제과,2020-11-26,2026-01-10,1520000
74,소송상가,2,왕십리(2)역,208-108,24.5,의류,2012-04-26,2017-06-29,2263435
75,소송상가,2,왕십리(2)역,208-109,24.5,식음료,2012-04-26,2017-06-29,2263435
76,소송상가,2,왕십리(2)역,208-110,44.43,의류,2012-04-26,2017-06-29,4104670
77,소송상가,2,왕십리(2)역,208-111,30.06,액세서리,2012-04-26,2017-06-29,2777096
78,소송상가,2,왕십리(2)역,208-112,27.65,편의점,2012-04-26,2017-06-29,2554448
79,공실,2,왕십리(2)역,208-113,19,,,,
80,개별(일반),2,한양대역,209-001,46.8,사무실,2019-05-21,2024-06-19,418000
81,개별(일반),2,한양대역,209-002,13.9,제과,2020-04-03,2025-05-03,3170000
82,개별(일반),2,한양대역,209-003,18,편의점,2020-08-03,2025-09-02,3400000
83,개별(일반),2,한양대역,209-004,90.1,기타,2017-11-07,2022-12-06,4900000
84,공실,2,한양대역,209-005,20.04,,,,
85,개별(일반),2,뚝섬역,210-004,14.23,의류,2017-12-27,2023-01-25,661700
86,개별(일반),2,뚝섬역,210-005,31.2,편의점,2017-05-09,2022-05-08,4279000
87,개별(일반),2,뚝섬역,210-006,13,제과,2020-11-26,2026-01-10,500000
88,공실,2,뚝섬역,210-007,25.17,,,,
89,개별(일반),2,뚝섬역,210-008,21.99,플라워,2017-12-27,2023-01-25,1166700
90,네트워크,2,성수역,211-002,28.4,화장품,2020-12-23,2026-03-23,4012522
91,개별(일반),2,성수역,211-006,16.28,제과,2017-02-08,2022-02-07,1712000
92,개별(일반),2,성수역,211-007,32.76,의류,2020-11-05,2025-12-05,1052000
93,개별(일반),2,성수역,211-010,27,액세서리,2020-10-30,2025-11-29,2511000
94,개별(일반),2,성수역,211-011,22.8,식음료,2018-07-10,2023-08-08,4800000
95,개별(일반),2,성수역,211-012,21.3,제과,2019-11-26,2024-12-25,2702700
96,개별(일반),2,건대입구(2)역,212-002,69.5,제과,2019-06-25,2024-07-24,7512000
97,공실,2,건대입구(2)역,212-003,22.8,,,,
98,공실,2,건대입구(2)역,212-004,19.5,,,,
99,개별(일반),2,건대입구(2)역,212-005,36.04,의약업,2021-03-15,2026-04-14,8710000
100,개별(일반),2,건대입구(2)역,212-006,29.5,액세서리,2019-12-24,2025-01-22,5011000
101,네트워크,2,건대입구(2)역,212-007,29.68,식음료,2017-12-29,2023-02-06,6243818
102,공실,2,건대입구(2)역,212-010,36,,,,
103,개별(일반),2,건대입구(2)역,212-011,35.6,식음료,2018-12-25,2024-01-23,6210000
104,공실,2,건대입구(2)역,212-012,23.42,,,,
105,공실,2,구의역,213-001,23.1,,,,
106,개별(일반),2,구의역,213-003,12.08,제과,2020-04-01,2025-05-01,1687000
107,네트워크,2,구의역,213-004,50.46,화장품,2020-12-23,2026-03-23,6940535
108,개별(일반),2,구의역,213-006,20,기타,2018-04-10,2023-05-09,1023000
109,개별(일반),2,구의역,213-007,27.57,식음료,2018-12-21,2024-01-19,1000000
110,네트워크,2,강변역,214-001,36.5,화장품,2020-12-23,2026-03-23,8729997
111,개별(일반),2,강변역,214-004,41,편의점,2017-01-16,2022-01-15,15310500
112,개별(대형),2,잠실나루역,215-001,112.3,기타,2019-04-09,2024-05-08,5500000
113,개별(일반),2,잠실나루역,215-002,27.54,의약업,2021-04-12,2026-05-12,4711000
114,개별(일반),2,잠실나루역,215-003,48.1,편의점,2017-04-25,2022-04-24,7311700
115,개별(일반),2,잠실나루역,215-004,24.8,기타,2021-04-22,2026-05-22,2660000
116,개별(일반),2,잠실나루역,215-005,25.62,의류,2020-11-26,2026-01-10,2100000
117,개별(일반),2,잠실나루역,215-006,24,액세서리,2021-03-15,2026-04-14,2810000
118,개별(일반),2,잠실나루역,215-007,28.6,의류,2021-06-21,2026-07-21,1230000
119,개별(대형),2,잠실나루역,215-008,102.5,의약업,2018-12-18,2023-12-17,14311000
120,개별(일반),2,잠실(2)역,216-101,15.5,의약업,2021-01-04,2026-02-03,7030000
121,개별(일반),2,잠실(2)역,216-102,21.3,편의점,2021-05-24,2026-06-23,9900000
122,개별(일반),2,잠실(2)역,216-105,20.82,제과,2021-06-02,2026-07-02,5060000
123,개별(일반),2,잠실(2)역,216-107,10.45,기타,2021-01-11,2026-02-10,1620000
124,개별(일반),2,잠실(2)역,216-108,10.45,식음료,2018-04-10,2023-05-09,2230000
125,개별(일반),2,잠실(2)역,216-109,20.9,기타,2021-01-30,2026-03-01,3290500
126,개별(일반),2,잠실(2)역,216-111,20.9,제과,2021-06-01,2026-07-01,3100000
127,개별(일반),2,잠실(2)역,216-113,10.44,기타,2021-05-28,2026-06-27,1750000
128,네트워크,2,잠실(2)역,216-114,10.38,식음료,2021-06-03,2026-08-02,4106615
129,소송상가,2,잠실(2)역,216-120,124.91,화장품,2010-01-28,2017-04-27,18838948
130,소송상가,2,잠실(2)역,216-122,34,액세서리,2010-01-28,2017-04-27,5127886
131,소송상가,2,잠실(2)역,216-123,34,의류,2010-01-28,2017-04-27,5127886
132,소송상가,2,잠실(2)역,216-124,36,의류,2010-01-28,2017-04-27,5429526
133,네트워크,2,잠실(2)역,216-125,12,식음료,2021-02-01,2026-06-01,10072227
134,개별(일반),2,잠실(2)역,216-126,14.2,의약업,2021-02-01,2026-03-03,6150000
135,개별(일반),2,잠실(2)역,216-127,14,제과,2021-06-01,2026-07-01,8030000
136,소송상가,2,잠실(2)역,216-128,12,식음료,2014-01-03,2019-02-01,7933100
137,소송상가,2,잠실(2)역,216-129,40.1,식음료,2019-09-17,2024-11-15,10636263
138,네트워크,2,잠실(2)역,216-130,38,의류,2021-06-03,2026-08-02,11719878
139,개별(일반),2,잠실새내역,217-101,24.65,기타,,,
140,개별(일반),2,잠실새내역,217-102,19.44,기타,,,
141,공실,2,잠실새내역,217-103,19.44,,,,
142,공실,2,종합운동장역,218-101,65.37,,,,
143,공실,2,종합운동장역,218-102,31.1,,,,
144,개별(일반),2,종합운동장역,218-104,71.8,편의점,2016-10-25,2021-10-24,7535000
145,네트워크,2,종합운동장역,218-107,25,식음료,2018-01-08,2023-02-16,3047745
146,네트워크,2,선릉역,220-101,38.03,화장품,2020-12-23,2026-03-23,11892315
147,개별(일반),2,선릉역,220-102,24.34,액세서리,2021-02-15,2026-03-17,4440000
148,개별(일반),2,선릉역,220-103,19.48,의약업,2020-12-17,2026-01-16,4166600
149,네트워크,2,선릉역,220-104,20.21,의류,2021-06-03,2026-08-02,6496749
150,공실,2,선릉역,220-105,20,,,,
151,공실,2,선릉역,220-106,34.46,,,,
152,공실,2,선릉역,220-107,20,,,,
153,공실,2,선릉역,220-108,24.1,,,,
154,공실,2,선릉역,220-109,18.48,,,,
155,공실,2,선릉역,220-110,19,,,,
156,네트워크,2,선릉역,220-112,13,식음료,2021-02-01,2026-06-01,3758110
157,네트워크,2,선릉역,220-115,16,식음료,2018-01-08,2023-02-16,6766430
158,개별(일반),2,선릉역,220-116,12,제과,2020-12-24,2026-01-23,2600000
159,개별(일반),2,선릉역,220-117,16,의류,2020-03-02,2025-04-01,4530000
160,공실,2,역삼역,221-109,21.55,,,,
161,공실,2,역삼역,221-216,26.4,,,,
162,네트워크,2,역삼역,221-217,22.5,식음료,2017-01-17,2022-01-16,2682315
163,네트워크,2,역삼역,221-218,52.32,의류,2021-06-03,2026-08-02,9584313
164,개별(일반),2,역삼역,221-219,23.18,의약업,2021-03-12,2026-04-11,4211300
165,소송상가,2,역삼역,221-220,107.5,식음료,2019-09-17,2024-11-15,17245941
166,네트워크,2,역삼역,221-224,21,식음료,2021-02-01,2026-06-01,2343936
167,개별(일반),2,역삼역,221-225,13,식음료,2020-11-05,2025-12-05,3810000
168,개별(일반),2,역삼역,221-226,25.8,제과,2017-02-14,2022-02-13,6271900
169,개별(일반),2,강남역,222-101,26.55,액세서리,2021-07-12,2026-08-11,10000800
170,공실,2,강남역,222-102,13.3,,,,
171,공실,2,강남역,222-103,26.6,,,,
172,네트워크,2,강남역,222-105,35.5,화장품,2020-12-23,2026-03-23,22234458
173,소송상가,2,강남역,222-108,60.97,식음료,2019-09-17,2024-11-15,29358258
174,네트워크,2,강남역,222-109,20.3,의류,2021-06-03,2026-08-02,7178586
175,네트워크,2,교대(2)역,223-101,18.6,식음료,2021-02-01,2026-06-01,4338960
176,개별(일반),2,교대(2)역,223-102,56.3,제과,2021-01-11,2026-02-10,6683300
177,개별(일반),2,교대(2)역,223-103,11,기타,2019-11-20,2024-12-19,621900
178,개별(일반),2,교대(2)역,223-104,18,제과,2017-04-25,2022-04-24,3510000
179,네트워크,2,교대(2)역,223-105,29.28,의류,2021-06-03,2026-08-02,2933186
180,개별(일반),2,교대(2)역,223-106,28.05,의류,2017-03-07,2022-03-06,3950000
181,개별(일반),2,교대(2)역,223-107,15,의류,2020-11-05,2025-12-05,2060000
182,공실,2,교대(2)역,223-108,15,,,,
183,공실,2,서초역,224-101,21.82,,,,
184,네트워크,2,서초역,224-102,20.6,식음료,2021-06-03,2026-08-02,2896848
185,개별(일반),2,서초역,224-103,32.02,플라워,2021-05-26,2026-06-25,3066600
186,개별(일반),2,서초역,224-104,32.02,편의점,2017-04-04,2022-04-03,11337700
187,공실,2,서초역,224-107,16,,,,
188,개별(일반),2,서초역,224-108,17.8,제과,2020-06-22,2025-07-22,2525200
189,개별(일반),2,서초역,224-109,16,제과,2019-06-25,2024-07-24,4020000
190,네트워크,2,방배역,225-101,27,화장품,2020-12-23,2026-03-23,2722601
191,공실,2,방배역,225-104,19.32,,,,
192,개별(일반),2,방배역,225-105,17.85,플라워,2019-09-22,2024-09-21,1700000
193,개별(일반),2,방배역,225-106,20.43,기타,2020-08-24,2025-09-23,2000000
194,공실,2,방배역,225-107,19.43,,,,
195,개별(일반),2,방배역,225-109,18,기타,2017-03-07,2022-03-06,980000
196,개별(일반),2,사당(2)역,226-101,65.5,의류,2021-06-03,2026-07-03,15833300
197,네트워크,2,사당(2)역,226-102,57.72,화장품,2020-12-23,2026-03-23,26027971
198,공실,2,사당(2)역,226-103,20.5,,,,
199,공실,2,사당(2)역,226-104,20.2,,,,
200,소송상가,2,사당(2)역,226-105,137,식음료,2019-09-17,2024-11-15,28555111
201,개별(일반),2,사당(2)역,226-107,11.45,기타,2020-07-01,2025-09-28,
202,개별(일반),2,사당(2)역,226-108,26.4,화장품,2018-05-09,2023-06-07,12034000
203,개별(일반),2,사당(2)역,226-110,14.96,편의점,2020-07-31,2025-08-30,5133000
204,네트워크,2,사당(2)역,226-112,23,식음료,2021-02-01,2026-06-01,10679418
205,개별(일반),2,사당(2)역,226-113,22,액세서리,2018-09-07,2023-10-06,6020000
206,개별(일반),2,사당(2)역,226-114,25.04,식음료,2019-12-24,2025-01-22,5003800
207,개별(일반),2,사당(2)역,226-115,12.84,식음료,2019-11-26,2024-12-25,7000000
208,개별(일반),2,사당(2)역,226-116,15.3,식음료,2017-04-04,2022-04-03,4500000
209,네트워크,2,낙성대역,227-101,16.7,의류,2021-06-03,2026-08-02,1775349
210,개별(일반),2,낙성대역,227-102,20.94,의류,2020-08-03,2025-09-02,3210000
211,개별(일반),2,낙성대역,227-103,21.28,편의점,2016-11-15,2021-11-14,5115000
212,개별(일반),2,낙성대역,227-104,112.42,기타,2019-11-02,2024-12-31,1010000
213,네트워크,2,서울대입구역,228-101,26.64,화장품,2020-12-23,2026-03-23,5906786
214,네트워크,2,서울대입구역,228-103,14,식음료,2021-02-01,2026-06-01,4484731
215,네트워크,2,서울대입구역,228-105,29.26,식음료,2017-12-29,2023-02-06,9284039
216,네트워크,2,봉천역,229-101,27.81,식음료,2017-01-17,2022-01-16,5330218
217,네트워크,2,봉천역,229-103,17.61,의류,2018-11-16,2024-01-14,1814122
218,네트워크,2,신림역,230-104,15,식음료,2021-02-01,2026-06-01,6998323
219,개별(일반),2,신림역,230-105,14,액세서리,2017-11-07,2022-12-06,5010000
220,개별(일반),2,신림역,230-106,16,식음료,2017-11-07,2022-12-06,7527000
221,개별(일반),2,신림역,230-107,8,플라워,2021-06-03,2026-07-03,4550000
222,개별(일반),2,신림역,230-109,13,제과,2020-12-21,2026-01-20,8520000
223,개별(일반),2,신대방역,231-003,24.9,기타,2019-10-29,2024-11-27,3423000
224,네트워크,2,신대방역,231-004,240.3,의류,2021-06-03,2026-08-02,18396735
225,개별(대형),2,구로디지털단지역,232-001,103,의약업,2021-01-18,2026-03-18,17010000
226,개별(일반),2,구로디지털단지역,232-002,29,제과,2017-03-07,2022-03-06,8502100
227,네트워크,2,구로디지털단지역,232-003,10.66,식음료,2017-12-29,2023-02-06,6773016
228,개별(대형),2,구로디지털단지역,232-004,100.8,의류,2020-08-03,2025-09-02,10230000
229,개별(일반),2,대림(2)역,233-002,15.76,식음료,2021-05-26,2026-06-25,4210000
230,개별(일반),2,대림(2)역,233-004,14.93,액세서리,2021-01-18,2026-02-17,5720000
231,개별(일반),2,대림(2)역,233-006,14.93,기타,2020-09-11,2025-10-11,11100000
232,개별(일반),2,대림(2)역,233-007,14.93,식음료,2020-07-29,2025-08-28,6510000
233,개별(일반),2,대림(2)역,233-008,19.47,기타,2020-12-21,2026-01-20,9600000
234,네트워크,2,대림(2)역,233-010,20,편의점,2017-04-29,2022-04-28,5643800
235,개별(일반),2,대림(2)역,233-013,15.5,제과,2019-10-01,2024-10-30,4850000
236,개별(일반),2,대림(2)역,233-014,14,제과,2017-02-14,2022-02-13,7222000
237,개별(일반),2,대림(2)역,233-015,33,의류,2019-11-26,2024-12-25,13030000
238,네트워크,2,신도림역,234-104,24.13,화장품,2020-12-23,2026-03-23,6022805
239,네트워크,2,신도림역,234-108,25,편의점,2017-04-29,2022-04-28,13213100
240,개별(일반),2,신도림역,234-109,34.49,제과,2018-12-28,2024-01-26,7800000
241,개별(일반),2,신도림역,234-110,12,제과,2021-08-12,2026-09-11,12085000
242,공실,2,신도림역,234-112,44.6,,,,
243,네트워크,2,신도림역,234-113,40.8,플라워,2018-11-27,2024-01-25,4424241
244,개별(일반),2,신도림역,234-114,44.6,제과,2021-06-17,2026-07-17,6050000
245,개별(일반),2,신도림역,234-115,22.5,기타,,,
246,개별(일반),2,신도림역,234-116,22.5,식음료,2020-02-24,2025-03-25,3269500
247,네트워크,2,신도림역,234-117,27.4,액세서리,2018-11-16,2024-01-14,4706888
248,공실,2,신도림역,234-118,18.8,,,,
249,소송상가,2,신도림역,234-119,85.5,식음료,2019-09-17,2024-11-15,22737727
250,네트워크,2,문래역,235-101,28.29,화장품,2020-12-23,2026-03-23,2660399
251,개별(일반),2,문래역,235-102,17,제과,2020-11-26,2025-12-26,4019000
252,개별(일반),2,문래역,235-103,42,식음료,2020-02-24,2025-03-25,3608800
253,개별(일반),2,문래역,235-104,17.83,제과,2020-11-09,2025-12-09,1180000
254,복합,2,영등포구청(2)역,236-102,19.88,식음료,2019-07-15,2024-10-23,23850000
255,복합,2,영등포구청(2)역,236-103,26.01,의류,2019-07-15,2024-10-23,
256,복합,2,영등포구청(2)역,236-105,24.14,식음료,2019-07-15,2024-10-23,
257,복합,2,영등포구청(2)역,236-112,28.93,식음료,2019-07-15,2024-10-23,
258,복합,2,영등포구청(2)역,236-113,17.13,제과,2019-07-15,2024-10-23,
259,복합,2,영등포구청(2)역,236-114,29.07,식음료,2019-07-15,2024-10-23,
260,소송상가,2,영등포구청(2)역,236-111,20.4,액세서리,2018-05-05,2019-01-09,3928330
261,개별(일반),2,당산역,237-001,22,액세서리,2021-04-22,2026-05-22,3130000
262,개별(일반),2,당산역,237-002,26.14,제과,2017-04-25,2022-04-24,7312000
263,개별(일반),2,당산역,237-004,35.64,제과,2021-03-15,2026-04-14,5750000
264,공실,2,당산역,237-005,25,,,,
265,개별(일반),2,당산역,237-007,60.04,식음료,2019-12-10,2025-01-08,5359000
266,개별(일반),2,당산역,237-008,12,식음료,2018-04-10,2023-05-09,2810000
267,공실,2,합정(2)역,238-101,30.74,,,,
268,개별(일반),2,합정(2)역,238-102,31.41,기타,2020-02-24,2025-03-25,6550000
269,개별(일반),2,합정(2)역,238-103,18.47,제과,2020-11-03,2025-12-03,3710000
270,소송상가,2,합정(2)역,238-104,17.6,식음료,2014-12-02,2019-12-01,6137300
271,개별(일반),2,합정(2)역,238-105,13.65,의약업,2021-05-27,2026-06-26,4419000
272,개별(일반),2,합정(2)역,238-106,13.16,플라워,2020-12-31,2026-01-30,4350000
273,네트워크,2,합정(2)역,238-107,26.59,화장품,2020-12-23,2026-03-23,6781462
274,개별(일반),2,합정(2)역,238-109,13.69,의류,2020-05-27,2025-06-26,3620000
275,개별(일반),2,합정(2)역,238-110,13.69,제과,2017-11-07,2022-12-06,4210000
276,개별(일반),2,합정(2)역,238-111,38.05,편의점,2017-05-23,2022-05-22,6020100
277,소송상가,2,합정(2)역,238-112,29.89,편의점,2012-04-16,2017-07-02,1814897
278,소송상가,2,합정(2)역,238-113,42.23,액세서리,2012-04-16,2017-07-02,2564170
279,소송상가,2,합정(2)역,238-115,60.05,의류,2012-04-16,2017-07-02,3646187
280,소송상가,2,합정(2)역,238-116,27.49,식음료,2012-04-16,2017-07-02,1669170
281,복합,2,홍대입구역,239-102,33,기타,2021-03-22,2026-07-20,9613837
282,복합,2,홍대입구역,239-103,17.11,기타,2021-03-22,2026-07-20,5192551
283,복합,2,홍대입구역,239-104,32.73,기타,2021-03-22,2026-07-20,9932939
284,복합,2,홍대입구역,239-105,23.1,기타,2021-03-22,2026-07-20,25274548
285,복합,2,홍대입구역,239-106,28.02,기타,2021-03-22,2026-07-20,
286,복합,2,홍대입구역,239-107,34.76,기타,2021-03-22,2026-07-20,
287,복합,2,홍대입구역,239-108,31,기타,2021-03-22,2026-07-20,9031258
288,네트워크,2,홍대입구역,239-110,12,화장품,2020-12-23,2026-03-23,7428859
289,네트워크,2,신촌역,240-101,33,화장품,2020-12-23,2026-03-23,17632662
290,개별(일반),2,신촌역,240-103,9.8,플라워,2020-08-10,2025-09-09,4510000
291,개별(일반),2,신촌역,240-104,13.2,제과,2020-12-21,2026-01-20,8250000
292,개별(일반),2,신촌역,240-105,30.17,액세서리,2021-01-04,2026-02-03,10300000
293,공실,2,신촌역,240-106,11.25,,,,
294,개별(일반),2,신촌역,240-107,21,의약업,2021-01-28,2026-02-28,6783300
295,네트워크,2,신촌역,240-108,18,식음료,2021-02-01,2026-06-01,8217169
296,개별(일반),2,신촌역,240-109,32,의류,2018-04-10,2023-05-09,18300200
297,네트워크,2,신촌역,240-110,44.42,편의점,2017-04-29,2022-04-28,18581100
298,공실,2,이대역,241-102,14.5,,,,
299,공실,2,이대역,241-103,13.51,,,,
300,개별(일반),2,이대역,241-104,21.13,액세서리,2021-01-04,2026-02-03,3550000
301,공실,2,이대역,241-106,27.66,,,,
302,공실,2,이대역,241-107,20,,,,
303,공실,2,이대역,241-108,33,,,,
304,네트워크,2,아현역,242-101,35.2,화장품,2020-12-23,2026-03-23,2353016
305,개별(일반),2,아현역,242-103,34.8,플라워,2020-08-10,2025-09-09,2350000
306,개별(일반),2,아현역,242-105,22.58,제과,2021-02-15,2026-04-01,460000
307,공실,2,아현역,242-107,24.05,,,,
308,네트워크,2,아현역,242-109,25,식음료,2017-01-17,2022-01-16,1749716
309,네트워크,2,충정로(2)역,243-201,26.12,화장품,2020-12-23,2026-03-23,5693895
310,공실,2,충정로(2)역,243-205,20,,,,
311,개별(일반),2,충정로(2)역,243-206,15,제과,2019-11-26,2024-12-25,3512000
312,개별(일반),2,양천구청역,248-101,18.84,식음료,2021-02-22,2026-03-24,886500
313,네트워크,2,양천구청역,248-102,26.04,식음료,2017-01-17,2022-01-16,1740107
314,네트워크,2,신정네거리역,249-203,42.45,식음료,2017-01-17,2022-01-16,2589402
315,네트워크,3,연신내(3)역,311-102,38.3,식음료,2017-01-17,2022-01-16,7330574
316,개별(일반),3,연신내(3)역,311-103,29.9,의류,2018-07-10,2023-08-08,2565000
317,개별(일반),3,연신내(3)역,311-106,19.96,기타,2019-09-23,2024-09-22,965000
318,개별(일반),3,연신내(3)역,311-108,19.96,의류,2018-09-29,2023-10-28,1705100
319,개별(일반),3,연신내(3)역,311-113,22,의류,2018-08-14,2023-09-12,1583300
320,공실,3,연신내(3)역,311-117,38.88,,,,
321,개별(일반),3,불광(3)역,312-102,12.99,플라워,2020-06-22,2025-07-22,588300
322,공실,3,불광(3)역,312-103,13.02,,,,
323,공실,3,불광(3)역,312-104,39.05,,,,
324,공실,3,불광(3)역,312-109,13.03,,,,
325,공실,3,불광(3)역,312-110,13.03,,,,
326,네트워크,3,불광(3)역,312-113,18.81,화장품,2020-12-23,2026-03-23,1135946
327,개별(일반),3,불광(3)역,312-114,35,의류,2020-12-02,2026-01-01,1800000
328,개별(일반),3,불광(3)역,312-115,23,의류,2020-12-21,2026-01-20,1200000
329,개별(일반),3,불광(3)역,312-117,46,식음료,2020-12-22,2026-01-21,2200000
330,개별(대형),3,녹번역,313-101,103.85,의류,2020-02-14,2025-03-14,1879100
331,개별(일반),3,녹번역,313-106,19.3,의류,2020-11-23,2025-12-23,485000
332,개별(일반),3,녹번역,313-107,12.65,식음료,2018-10-30,2023-11-28,418000
333,개별(일반),3,녹번역,313-108,13.47,의류,2020-08-03,2025-09-02,530000
334,개별(일반),3,녹번역,313-110,29.3,의류,2020-02-21,2025-03-22,698000
335,개별(일반),3,홍제역,314-104,14.41,기타,2016-07-26,2021-07-25,367000
